"","ID","fundBakers","fundUSDRate","fundUSDPledged","creator","city","state","isStaffpick","categoryParent","categoryChild","fundUSDGoal","fundLength","descriptionLength","hasVideo","amountFAQ","amountUpdates","amountComments","amountImages","amountGifs","amountVideos","amountRewards","lowestReward","url","name","blurb","fundState","fundGoal","fundPledged","country","fundCurrency","fundCurrencySymbol","fundEnd","fundStart"
"904",1198626391,16,1,541,"Janet Callaway","Kamuela","HI",FALSE,"games","playing cards",7500,38,1592,TRUE,2,2,4,12,0,0,5,10,"https://www.kickstarter.com/projects/custom-cat-cards/custom-cat-playing-cards?ref=category","Custom Cat Playing Cards","Love your cat? Custom cat playing cards are the purrfect way to celebrate cats. Our goal is simple. We want to connect cat lovers.",FALSE,7500,541,"US","USD","$",2015-04-18,2015-03-11
"905",1199017366,233,1,4803,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",3000,30,297,FALSE,0,1,12,5,0,0,6,11,"https://www.kickstarter.com/projects/2104052526/bicycle-frost-playing-cards?ref=category","Bicycle Frost Playing Cards","Cool off during the hot summer months with the Bicycle Frost Deck",TRUE,3000,4803,"US","USD","$",2016-07-15,2016-06-15
"906",1199309331,404,1,8010,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,30,322,FALSE,0,3,22,6,0,0,7,9,"https://www.kickstarter.com/projects/2104052526/bicycle-stained-glass-playing-cards?ref=category","Bicycle Stained Glass Playing Cards","The Bicycle Stained Glass Deck is so beautiful that it belongs in a museum!",TRUE,4000,8010,"US","USD","$",2015-06-14,2015-05-15
"909",1201623618,21,1,766,"Hailey Suits","Indianapolis","IN",FALSE,"games","playing cards",4500,30,534,TRUE,1,20,2,11,0,0,10,1,"https://www.kickstarter.com/projects/hsuitsproductions/wonderland-card-deck?ref=category","Wonderland Card Deck","Wander into Wonderland with this playing card deck inspired by the imaginings of Lewis Carroll.",FALSE,4500,766,"US","USD","$",2016-10-24,2016-09-24
"912",1211746944,39,1,1045,"Harlean Carpenter","San Francisco","CA",FALSE,"games","playing cards",750,30,510,FALSE,0,16,10,0,0,0,3,14,"https://www.kickstarter.com/projects/poeticpinup/the-deck-of-poetic-pinup?ref=category","The Deck of Poetic Pinup","Once upon a time, someone asked if I'd ever considered putting my photos on a deck of playing cards. That is now finally happening.",TRUE,750,1045,"US","USD","$",2017-10-13,2017-09-13
"914",1213564184,13,1,1204,"Living Realizations, LLC","Denver","CO",FALSE,"games","playing cards",3100,30,537,TRUE,0,1,0,4,0,0,6,13,"https://www.kickstarter.com/projects/52liveup/52-live-up-playing-challenge-cards?ref=category","52 LIVE UP... Playing/Challenge Cards Game","The 52 Live Up Cards game can be played like any deck of cards.  It can also challenge you for a full year! Two games in one!",FALSE,3100,1204,"US","USD","$",2016-01-05,2015-12-06
"916",1214627841,84,1.31447845,3305.91330175,"Holly Richards","Southampton","England",FALSE,"games","playing cards",3286.196125,32,771,TRUE,1,10,20,11,0,0,7,10,"https://www.kickstarter.com/projects/1927667474/captive-souls-playing-cards-relaunch?ref=category","Captive Souls Playing Cards *Relaunch*","Uniquely illustrated deck of playing cards highlighting the issues and struggles that many animals face both in captivity and the wild.",TRUE,2500,2515,"GB","GBP","£",2016-10-04,2016-09-02
"917",1215496035,337,1,12642,"Playing Cards Dot Net","Dallas","TX",FALSE,"games","playing cards",5000,30,296,FALSE,0,2,90,7,0,0,17,10,"https://www.kickstarter.com/projects/308247697/tally-ho-master-class-playing-cards-printed-by-usp?ref=category","Tally Ho Master Class Playing Cards Printed By USPCC","A modification of a classic brand, the Master Class Tally Ho are a set of limited edition decks printed by US Playing Cards Company.",TRUE,5000,12642,"US","USD","$",2017-04-23,2017-03-24
"918",1216278636,335,1,7156,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",2500,30,316,FALSE,0,0,30,8,0,0,6,9,"https://www.kickstarter.com/projects/2104052526/bicycle-redcore-playing-cards?ref=category","Bicycle Redcore Playing Cards","An almost hypnotizing Bicycle Deck by Collectable Playing Cards",TRUE,2500,7156,"US","USD","$",2015-01-01,2014-12-02
"920",1217768113,130,1,3936,"The Futurist Co.","Huntley","IL",FALSE,"games","playing cards",6000,30,518,FALSE,0,3,13,13,0,0,7,5,"https://www.kickstarter.com/projects/thefuturistco/rare-bicycle-classics-comics-playing-cards-1000-pr?ref=category","(Rare) Bicycle Classics Comics Playing Cards 1,000 Print","Extremely rare only 1,000 print Bicycle Classics Comics Playing Cards.",FALSE,6000,3936,"US","USD","$",2015-09-20,2015-08-21
"921",1219064155,102,0.82340309,5568.67509767,"Jesters Custom Cards","Toronto","ON",FALSE,"games","playing cards",5187.439467,12,707,FALSE,0,11,100,3,9,0,6,10,"https://www.kickstarter.com/projects/1462040574/mp-ultraviolet-playing-cards?ref=category","MP UltraViolet Playing Cards","Muertos Prismatic is back! New Tuckboxes, New Backs and UV Ink! New Incentives! Printed by the LPCC!",TRUE,6300,6763,"CA","CAD","$",2017-09-24,2017-09-12
"922",1219165681,868,1,29500,"Don Moyer","Pittsburgh","PA",TRUE,"games","playing cards",9000,33,1021,TRUE,1,8,29,12,0,0,12,1,"https://www.kickstarter.com/projects/159974695/creature-comfort-playing-cards?ref=category","Creature Comfort Playing Cards","Adding more play to playing cards. Decks fully infested with creatures, demons, pets, pests, and whimsical vermin.",TRUE,9000,29500,"US","USD","$",2017-06-03,2017-05-01
"923",1219609901,317,1,13308,"Daniel Kroemer","Knoxville","TN",FALSE,"games","playing cards",16000,29,1190,TRUE,0,5,68,32,0,0,8,5,"https://www.kickstarter.com/projects/753619694/brew-house-handcrafted-playing-cards?ref=category","Brew House: Pre-Prohibition Beer Inspired Playing Cards","A set of playing cards inspired by pre-prohibition era beer advertising and paying tribute to the handcrafted ways of the past.",FALSE,16000,13308,"US","USD","$",2017-03-24,2017-02-23
"924",1219817453,71,1,1586,"Fancy King Playing Cards","Elkton","MD",FALSE,"games","playing cards",6000,30,236,FALSE,0,5,2,8,0,0,7,1,"https://www.kickstarter.com/projects/1477381911/quinzel-playing-cards-by-fancy-king-playing-cards?ref=category","Quinzel Playing Cards","A simple and bold deck of cards with a hint of madness.",FALSE,6000,1586,"US","USD","$",2016-02-09,2016-01-10
"925",1220385159,189,1.37988133,7626.60411091,"Ben Green","Norwich","England",FALSE,"games","playing cards",3794.6736575,30,1039,FALSE,0,10,37,27,0,0,13,8,"https://www.kickstarter.com/projects/252849832/dragonback-playing-cards-limited-run-of-1000?ref=category","Dragonback Playing Cards - Limited run of 500.","Limited Edition run of only 500 of the Dragonback.
Plus Dragonback Gold 500, the very few remaining decks.",TRUE,2750,5527,"GB","GBP","£",2018-04-03,2018-03-04
"926",1220779983,242,1,10394,"Barry","Boston","MA",FALSE,"games","playing cards",10000,20,926,FALSE,0,15,35,44,0,0,20,12,"https://www.kickstarter.com/projects/965813174/bicycle-nebula-playing-cards?ref=category","Bicycle Nebula Playing Cards","Three decks of luxurious playing cards inspired by the Universe. Printed by USPCC. Made for magic and cardistry.",TRUE,10000,10394,"US","USD","$",2017-05-25,2017-05-05
"927",1222359726,254,1,5683,"Collectable Playing Cards","Lexington","KY",FALSE,"games","playing cards",4000,30,310,FALSE,0,1,23,11,0,0,6,12,"https://www.kickstarter.com/projects/2104052526/bicycle-natural-disasters-tornado-playing-cards?ref=category","Bicycle Natural Disasters ""Tornado"" Playing Cards","Fourth Deck in a Seven Deck Natural Disaster Collector Series",TRUE,4000,5683,"US","USD","$",2017-04-17,2017-03-18
"928",1225337864,175,1.16095746,6160.04028276,"cardsxiii","Strasbourg","Alsace",FALSE,"games","playing cards",5804.7873,37,1097,FALSE,2,12,13,9,0,0,12,9,"https://www.kickstarter.com/projects/cardsxiii/sub-rosa-playing-cards?ref=category","Sub Rosa Playing Cards","Exquisite deck of playing cards designed in an elegant watercolor brush style.",TRUE,5000,5306,"FR","EUR","€",2017-12-14,2017-11-07
"929",1225839841,33,1,1544,"House of Hartsoe","Las Vegas","NV",FALSE,"games","playing cards",99,7,334,FALSE,0,5,0,13,0,0,6,25,"https://www.kickstarter.com/projects/356411186/badgirl-cosplay-art-deck-limited-edition-poker-pla?ref=category","BADGIRL Cosplay DECK - LIMITED poker PLAYING CARDS NSFW","This edition features new Badgirl Cosplay art from legendary indie comics creator Everette Hartsoe. Limited to 300 decks world-wide.",TRUE,99,1544,"US","USD","$",2018-06-26,2018-06-19
"931",1228135582,24,0.78885008,1542.2019064,"Jeanette Dunnett","Millet","AB",FALSE,"games","playing cards",394.42504,30,1467,TRUE,6,32,3,14,0,0,10,1,"https://www.kickstarter.com/projects/748531682/back-at-it-again-the-ambras-playing-cards?ref=category","Back at it Again! The Ambras Playing Cards","Looking for medieval playing cards, well look no further! Two beautiful decks of cards!",TRUE,500,1955,"CA","CAD","$",2015-04-20,2015-03-21
"934",1233526591,71,1.50509248,2080.03780736,"Grinning Rook","London","England",FALSE,"games","playing cards",1002.39159168,20,268,FALSE,0,8,6,5,0,0,5,6,"https://www.kickstarter.com/projects/88535979/groteske-playing-cards?ref=category","Teufelskerl Devil Playing Cards","Emerging from recesses comes a uniquely loathsome deck of grotesque fiends.",TRUE,666,1382,"GB","GBP","£",2015-11-28,2015-11-08
"935",1235418482,325,1,11823,"Natalia Silva","Los Angeles","CA",FALSE,"games","playing cards",8000,33,1179,TRUE,0,30,90,37,0,1,11,1,"https://www.kickstarter.com/projects/393497409/russian-folk-art-special-edition?ref=category","Russian Folk Art ""Special Edition""","Russian Folk Art ""Special Edition"" is a beautiful deck of playing cards inspired by Russian Folklore. Printed by USPCC",TRUE,8000,11823,"US","USD","$",2016-03-17,2016-02-13
"936",1236001503,184,0.80257659,10625.31147501,"Thantawan Nadia Gibson","Darwin","NT",FALSE,"games","playing cards",10433.49567,40,1139,TRUE,0,17,26,15,0,0,20,1,"https://www.kickstarter.com/projects/822151983/crystalus-playing-cards?ref=category","Crystalus Playing Cards","Making low poly, crushed stock, air cushion finish playing cards.",TRUE,13000,13239,"AU","AUD","$",2017-09-11,2017-08-02
"937",1236738613,181,1,5483.69,"Michael Dickson","Cincinnati","OH",FALSE,"games","playing cards",12300,28,543,TRUE,0,4,7,21,0,0,15,11,"https://www.kickstarter.com/projects/michaeldickson/oblivion-playing-cards?ref=category","Oblivion Playing Cards","A premium deck of playing cards made to honor the heritage of space travel.",FALSE,12300,5483.69,"US","USD","$",2017-03-16,2017-02-16
"938",1237741919,205,1,8384,"Joey Minor","Yukon","OK",FALSE,"games","playing cards",7000,30,260,FALSE,0,25,36,7,0,0,19,1,"https://www.kickstarter.com/projects/736575187/fckyrbrnd-playing-cards?ref=category","FCKYRBRND Playing Cards","Printed by USPCC on PREMIUM, CRUSHED stock! FCKYRBRND Playing Cards will put your favorite deck of cards to shame! LIMITED EDITION!",TRUE,7000,8384,"US","USD","$",2018-03-03,2018-02-01
"941",1240217630,63,1,2000,"Emmalynn Todd","Washington","DC",FALSE,"games","playing cards",1000,29,529,TRUE,0,2,9,12,0,0,10,1,"https://www.kickstarter.com/projects/1690339509/draconid-playing-cards?ref=category","Draconid Playing Cards","A set of hand illustrated dragon-themed playing cards.",TRUE,1000,2000,"US","USD","$",2018-07-01,2018-06-02
"944",1242322696,304,1,6409,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",3500,40,303,FALSE,0,2,17,8,0,0,7,9,"https://www.kickstarter.com/projects/2104052526/bicycle-robotics-playing-cards?ref=category","Bicycle Robotics Playing Cards","The Robotics Deck by Collectable Playing Cards is taking you into the future!",TRUE,3500,6409,"US","USD","$",2015-04-02,2015-02-21
"947",1246246242,125,1,6234,"Landry Sanders","Eagar","AZ",FALSE,"games","playing cards",11000,28,524,FALSE,0,4,10,16,0,0,12,1,"https://www.kickstarter.com/projects/1427052189/phonograph-5-playing-cards?ref=category","Phonograph 5 Playing Cards","A re-imagined hand-drawn upscale deck, inspired by Goodall's rare scroll-work playing cards made around 1899. Printed by EPCC",FALSE,11000,6234,"US","USD","$",2017-10-03,2017-09-05
"949",1252779642,336,1,10230,"Kraig Kalashian","Jim Thorpe","PA",FALSE,"games","playing cards",8000,32,1040,FALSE,0,12,40,12,0,0,11,10,"https://www.kickstarter.com/projects/kalashian/the-retro-deck-by-pocono-modern-relaunch?ref=category","The Retro Deck- Pocono Modern Playing Cards | RELAUNCH","A modern take on playing cards inspired by the simplicity of timeless mid-century modern design, from the creators of The Woodland Deck",TRUE,8000,10230,"US","USD","$",2015-03-10,2015-02-06
"950",1253772947,244,1,10729,"World-Wide Playing Cards","Boston","MA",FALSE,"games","playing cards",9432,45,679,FALSE,0,12,59,18,0,0,7,12,"https://www.kickstarter.com/projects/1666694356/leonardo-da-vinci-playing-cards?ref=category","Leonardo Da Vinci Playing Cards","Commemorative Leonardo Da Vinci Playing cards depicting his studies on early anatomy, inventions, plants, and art.",TRUE,9432,10729,"US","USD","$",2015-09-04,2015-07-21
"951",1254020277,72,1,3351,"John Daniel Taylor IV","Washington","DC",FALSE,"games","playing cards",3200,35,787,TRUE,0,26,25,29,0,0,13,13,"https://www.kickstarter.com/projects/1582272995/the-official-sci-fi-angels-playing-card-set-2?ref=category","The Official Sci Fi Angels Playing Card Set #2","Welcome to the 2nd set of The Official Sci Fi Angels Playing Cards  with artwork by Claudio Aboy(Heavy Metal Magazine)!",TRUE,3200,3351,"US","USD","$",2017-06-21,2017-05-17
"953",1254776759,34,1,1658,"House of Hartsoe","Las Vegas","NV",FALSE,"games","playing cards",99,8,371,TRUE,0,17,0,14,0,0,8,25,"https://www.kickstarter.com/projects/356411186/fmf-gun-and-girls-limited-playing-card-deck?ref=category","FULL METAL FEMMES:GUN AND GIRLS Limited Playing Card Deck","A Brand new Playing Card Deck featuring beautiful women and their weapon of choice. Bad Girl artist Everette Hartsoe brings a sexy deck",TRUE,99,1658,"US","USD","$",2018-03-02,2018-02-22
"954",1254944232,298,1,6489,"Collectable Playing Cards","Huntley","IL",FALSE,"games","playing cards",4000,30,358,FALSE,0,4,24,9,0,0,6,12,"https://www.kickstarter.com/projects/2104052526/bicycle-natural-disasters-volcano-playing-cards?ref=category","Bicycle Natural Disasters ""Volcano"" Playing Cards","First Deck in a Seven Deck Natural Disaster Collector Series",TRUE,4000,6489,"US","USD","$",2017-02-26,2017-01-27
"955",1254951644,328,1,8132,"no reply design","Portland","OR",FALSE,"games","playing cards",3000,30,780,TRUE,0,11,90,8,5,0,21,10,"https://www.kickstarter.com/projects/noreply/royal-dinosaur-playing-cards?ref=category","Royal Dinosaur Playing Cards","A high quality deck of playing cards designed front to back with dinosaur royalty.",TRUE,3000,8132,"US","USD","$",2014-06-26,2014-05-27
"956",1256302994,315,1,13448.74,"4PM DESIGNS","Vineland","NJ",FALSE,"games","playing cards",12000,41,674,FALSE,0,12,86,17,0,0,18,4,"https://www.kickstarter.com/projects/4pm/grid-30-bicycle-playing-cards?ref=category","GRID 3.0 & GRID: REBOOT Playing Cards","Continue THE GRID saga by 4PM DESIGNS with GRID 3.0. 56 fully custom cards. Now including GRID: REBOOT as an ADD ON ONLY EXCLUSIVE",TRUE,12000,13448.74,"US","USD","$",2015-08-07,2015-06-27
"957",1256721434,96,1,3317,"JD FOURTEEN","Palisades Park","NJ",FALSE,"games","playing cards",2500,23,304,FALSE,0,5,3,4,0,0,8,10,"https://www.kickstarter.com/projects/1337203902/treble-clef-deck-v2-blue?ref=category","Treble Clef Deck of Playing Cards V2: BLUE","Treble Clef V2: Blue",TRUE,2500,3317,"US","USD","$",2018-05-14,2018-04-21
"958",1261301385,452,1,17368,"Travis Nichols","San Francisco","CA",FALSE,"games","playing cards",10000,30,346,TRUE,1,19,103,9,0,0,10,15,"https://www.kickstarter.com/projects/travisnichols/heckadeck?ref=category","HECKADECK","Deal with this hand-illustrated deck of 160 playing cards. Play all of the games you love... with a twist! Or create your own games!",TRUE,10000,17368,"US","USD","$",2016-06-22,2016-05-23
"959",1261415657,610,1,18937,"Alain Benoit","South Florida","FL",TRUE,"games","playing cards",15000,48,716,TRUE,0,17,99,13,0,0,21,1,"https://www.kickstarter.com/projects/919324046/cartomancer-poker-deck-archetypal-playing-cards?ref=category","CARTOMANCER POKER DECK - Archetypal Playing Cards","A unique deck of playing cards with divination in mind. Inspired by French cartomancy, each card is illustrated with archetypes.",TRUE,15000,18937,"US","USD","$",2017-10-23,2017-09-05
"961",1262774065,278,1,7916,"Barry","Athens","GA",FALSE,"games","playing cards",6666,27,1243,FALSE,3,21,39,32,0,1,14,9,"https://www.kickstarter.com/projects/965813174/bicycle-sky-descender-playing-cards?ref=category","Bicycle Sky Descender Playing Cards","A deck that is full of details and stories. A true Chinese style Bicycle deck  manufactured by USPCC.",TRUE,6666,7916,"US","USD","$",2014-10-29,2014-10-02
"962",1263287302,35,1,1614,"Everette Hartsoe","Las Vegas","NV",FALSE,"games","playing cards",99,10,822,TRUE,0,11,10,17,0,0,5,25,"https://www.kickstarter.com/projects/everettehartsoe/everette-hartsoes-razor-limited-edition-playing-ca?ref=category","EVERETTE HARTSOE'S RAZOR Playing Cards Limited to 300 Decks","54-image Playing card deck featuring RAZOR art by creator Everette Hartsoe. RAZOR Soon to be a major motion picture from Rob Cohen",TRUE,99,1614,"US","USD","$",2017-12-14,2017-12-04
"963",1263962636,32,1,965,"Pythagoras Cards","Austin","TX",FALSE,"games","playing cards",5000,40,161,FALSE,0,1,0,11,0,0,6,13,"https://www.kickstarter.com/projects/pythagoras/pythagoras-playing-cards?ref=category","Pythagoras Playing Cards","Simple and vibrant geometric playing cards for magicians and cardists.",FALSE,5000,965,"US","USD","$",2018-06-03,2018-04-24
